177,scientific,科学の
178,political,政治の
179,social,社会の
180,official,公式の
181,financial,財政（上）の
182,expensive,高価な
183,various,さまざまな
184,normal,普通の
185,familiar,よく知っている
186,appropriate,適切な
187,necessary,必要な
188,correct,正しい
189,available,利用できる、入手できる
190,typical,典型的な
191,positive,積極的な
192,negative,好ましくない、消極的な
193,passive,受動的な
194,physical,身体の
195,mental,精神の
196,rather,むしろ、かなり
197,instead,その代わりに
198,otherwise,そうでなければ、それ以外は
199,somehow,どうにかして
200,somewhat,いくぶん
201,wonder,と思う
202,suppose,（たぶん）と思う、もしならば
203,imagine,を想像する
204,regard,を見なす
205,wish,と思う
206,determine,を決定する
207,express,を表現する
208,represent,を象徴する、を代表する
209,identify,を特定する
210,mention,に言及する
211,solve,を解決する
212,prove,を証明する
213,communicate,意思を通じ合う
214,respect,を尊敬する
215,prefer,のほうを好む
216,design,を設計する
217,establish,を設立する
218,found,を設立する
219,publish,を出版する
220,serve,役に立つ
221,supply,を供給する
222,apply,申し込む、を適用する
223,treat,を扱う、を治療する
224,search,（場所など）を探す、捜索する
225,prepare,準備する
226,protect,を保護する
227,pick,を選び取る、を摘む
228,fit,ピッタリ合う、うまく合う
229,gain,を（努力して）手に入れる
230,enter,に入る
231,spread,広がる
232,advance,前進する
233,tend,傾向がある
234,depend,依存する
235,exist,存在する
236,decline,減る、衰える
237,decrease,減る
238,waste,を浪費する
239,damage,（物、体の一部）に損害を与える
240,suffer,苦しむ
241,act,行動する
242,perform,を行う
243,species,（生物の）種
244,variety,多様（性）
245,degree,程度
246,range,範囲
247,standard,水準、基準
248,medium,（伝達などの）媒体
249,advantage,有利な点
250,task,（課された）任務、仕事
251,rest,残り、息
252,purpose,目的
253,feature,特徴
254,factor,要因、要素
255,shape,形、体調
256,image,イメージ、印象
257,detail,詳細（な情報）
258,character,性格
259,function,機能
260,structure,構造
261,ground,地上
262,influence,影響
263,disease,病気
264,pain,痛み、骨折り、苦労
265,medicine,薬
266,death,死
267,fear,恐怖（心）
268,memory,記憶（力）
269,emotion,（喜怒哀楽の）感情
270,movement,（政治的な）運動
271,region,（広大な）地域
272,climate,（長期的な）気候
273,temperature,体温
274,community,地域社会
275,population,人口
276,generation,世代
277,present,出席している、現在の
278,recent,最近の
279,current,現在の
280,ancient,古代の
281,previous,前の
282,serious,真剣な
283,careful,注意深い
284,responsible,責任がある
285,active,活動的な
286,afraid,恐れて
287,aware,気づいて
288,patient,我慢強い
289,whole,全体の
290,low,低い
291,huge,巨大な
292,blank,空白の
293,central,中心的な
294,safe,安全な
295,wild,野生の
296,eventually,結局（は）
297,unfortunately,残念なことに
298,seemingly,見たところ
299,afterward,後で
300,altogether,完全に
301,assume,当然と思う
302,guess,と思う
303,associate,から連想する
304,desire,を強く望む
305,indicate,を示す
306,respond,応答する
307,reply,返事を出す
308,attempt,を試みる
309,manage,をなんとかやり遂げる、をうまく扱う
310,maintain,を維持する、を主張する
311,unite,結合する
312,join,（会、団体、人）に加わる
313,attract,を引きつける
314,match,調和する
315,attack,を襲う、攻撃する
316,seek,を探し求める
317,engage,従事する、を引き入れる
318,succeed,成功する、継承する
319,marry,と結婚する
320,attend,に出席する
321,satisfy,を満足させる
322,survive,（切り抜けて）生き残る
323,promote,を促進する
324,earn,を稼ぐ
325,feed,に食べ物を与える
326,taste,～の味がする
327,smell,～のにおいがする
328,adapt,（…に）順応する(to)
329,adopt,（考え、方針）を採用する
330,adjust,を調節する
331,separate,を分離する
332,exchange,交換する
333,replace,を取り替える
334,remove,を取り去る
335,release,（ガスなど）を放出する
336,disappear,姿を消す
337,observe,を観察する
338,estimate,と推定する
339,reveal,を明らかにする、暴露する
340,emerge,現れる
341,arise,（問題、困難、機会などが）生じる
342,citizen,国民
343,career,経歴
344,income,（定期）収入
345,billion,10億
346,bill,請求書、勘定（書）
347,charge,（サービスに対する）料金
348,item,品目、項目
349,scale,規模
350,site,場所、用地
351,section,部分
352,crop,（農）作物
353,diet,（日常の）食事
354,source,源
355,resource,資源
356,moment,瞬間
357,decade,10年間
358,stage,（発達、変化の）段階
359,aspect,（物事の）側面
360,sort,種類
361,instance,（具体）例
362,link,関連、つながり
363,contrast,対照
364,access,利用、入手
365,device,装置
366,survey,（アンケートによる意識などの）調査
367,technique,技術
368,content,中身
369,surface,表面
370,concept,概念
371,difficulty,困難、苦労
372,trouble,困難
373,crime,犯罪
374,attitude,態度
375,habit,（個人的な）習慣
376,whatever,たとえ何を…しても、たとえ何が…であろうと
377,urban,都市の
378,rural,田園の、田舎の
379,local,その土地の、地元の
380,native,生まれた土地の
381,smart,頭の良い
382,intelligent,知能の高い、聡明な
383,intellectual,知的な
384,potential,潜在的な
385,moral,道徳（上）の
386,private,個人的な
387,equal,等しい、平等な
388,fair,公正な、(数量などが)かなりの
389,entire,全体の
390,initial,初期の
391,essential,必要不可欠な
392,significant,重要な
393,terrible,ひどい
394,digital,デジタル(方式)の
395,direct,直接の
396,nearly,もう少しで
397,merely,単に
398,seldom,めったに…ない
399,lately,最近
400,apart,（空間、時間的に）離れて
401,trust,を信頼する
402,promise,を約束する
403,predict,を予測する
404,reflect,を反映する、を反射する
405,recall,を思い出す
406,rely,頼る
407,commit,（罪、過失など）を犯す、（金、人、時間など）を投入する
408,appreciate,をありがたく思う、を正しく認証（評価）する
409,praise,を褒める
410,doubt,を疑わしいと思う、ではないと思う
411,complain,不平を言う
412,ignore,を無視する
413,warn,に警告する
414,gather,を集める、拾い集める
415,acquire,（習慣など）を身に付ける
416,examine,を調べる
417,score,（試合、テストで）（点）をとる
418,judge,を判断する
419,select,を選び出す
420,divide,を分ける
421,distinguish,を区別する
422,graduate,卒業する
423,shift,（位置、方針など）を変える
424,hide,を隠す
425,mix,を混ぜる
426,fix,を修理する
427,display,を示す
428,define,を定義する
429,invent,を発明する
430,vary,異なる、多様である
431,expand,を拡大する
432,evolve,進化する、発展する
433,confuse,を混同する
434,consume,を消費する
435,compete,競う
436,repeat,を繰り返す
437,repair,を修理する
438,remind,に思い出させる
439,refuse,を拒む
440,reject,を拒絶する
441,deny,を否定する
442,destroy,を破壊する
443,audience,観衆、聴衆
444,race,民族、人種
445,conflict,争い
446,debate,論争
447,struggle,懸命の努力、奮闘
448,strategy,戦略
449,progress,進歩
450,principle,原則、原理
451,element,要素
452,origin,起源
453,birth,出産
454,ancestor,祖先
455,cell,細胞
456,gene,遺伝子
457,scene,場面
458,trend,傾向
459,traffic,交通（量）
460,track,（車などが通った）跡
461,series,連続
462,context,状況
463,background,（景色、事件などの）背景
464,basis,基準
465,status,地位、身分
466,volunteer,ボランティア
467,staff,スタッフ、職員
468,duty,義務
469,labor,労働
470,reward,褒美
471,aim,目的
472,fun,楽しみ、おもしろいこと（人）
473,crowd,群衆
474,revolution,革命
475,poverty,貧困
476,consequence,結果
477,sequence,連続、（連続するものの）順番
478,complex,複雑な
479,complicated,複雑な
480,FALSE,誤った
481,alternative,代替の
482,extreme,極端な
483,ideal,理想的な
484,primary,最も重要な
485,worth,価値のある
486,obvious,明らかな
487,legal,法律（上）の
488,commercial,商業的な、営利的な
489,artificial,人工の
490,chemical,化学の
491,biological,生物（学）の
492,former,元の
493,mobile,（物が）可動［移動］式の
494,straight,まっすぐな
495,regular,定期的な
496,independent,（人が）自立した
497,overseas,海外へ
498,unlike,～と違って
499,via,～媒介で
500,whereas,…だけれども
501,perceive,を知覚する
502,fascinate,を魅了する
503,bore,を退屈させる
504,disappoint,を失望させる
505,imply,それとなく言う
506,recommend,を勧める
507,demonstrate,を証明する
508,conclude,と結論づける
509,announce,を発表する
510,appeal,心に訴える
511,address,（問題）に取り組む、（人）に演説する
512,advertise,を宣伝する
513,invite,を招待する
514,afford,を持つ余裕がある
515,purchase,を購入する
516,participate,参加する
517,belong,所属している、ものである
518,conduct,を行う
519,behave,振る舞う
520,operate,を操作する、手術を行う
521,organize,を主催する、準備する
522,host,を主催する
523,combine,を組み合わせる
524,deliver,配達する
525,locate,を（場所に）置く
526,encounter,に（偶然）出会う
527,surround,を囲む
528,explore,を探検する
529,stick,くっつく、固執する、を貼り付ける
530,strike,に当たる、（人）に印象を与える
531,hurt,を痛める
532,bite,にかみつく
533,tear,を引き裂く
534,aid,を援助する
535,press,を押す
536,burn,を燃やす
537,flow,流れる
538,preserve,を保存する
539,borrow,を（無料で）借りる
540,steal,を盗む
541,escape,逃れる、脱出する、を免れる
542,neighbor,隣人、近所の人
543,household,世帯
544,resident,居住者、住人
545,vehicle,車、乗り物
546,wheel,（自動車の）ハンドル
547,delay,遅れ
548,fuel,燃料
549,pollution,汚染
550,atmosphere,雰囲気
551,electricity,電気
552,cancer,癌
553,plague,疫病
554,threat,恐れ、予兆
555,flood,洪水
556,earthquake,地震
557,disaster,災害
558,crisis,危機
559,victim,被害者、犠牲者
560,wealth,富、財産
561,fund,資金、基金
562,capital,資本
563,profit,収益
564,talent,才能
565,capacity,能力
566,scholar,（主に人文系の）学者
567,tradition,伝統
568,literature,文学
569,lecture,講義、講演
570,manner,方法、行儀、作法
571,symbol,象徴
572,analysis,分析
573,version,…版
574,perspective,観点
575,vision,（将来の）展望
576,sight,見えること
577,insight,洞察（力）
578,bilingual,バイリンガルの，2言語を話す
579,capable,能力がある
580,willing,をいとわない
581,eager,熱望して
582,amazing,驚くほどの
583,calm,冷静な
584,quiet,静かな
585,senior,高齢者の、（地位などが）上級の
586,elderly,年配の
587,firm,確固とした
588,severe,（痛みなどが）ひどい、厳しい
589,tough,困難な
590,rapid,急速な
591,immediate,即座の
592,vast,広大な
593,enormous,巨大な、莫大な
594,broad,広範囲な
595,narrow,（幅が）狭い
596,tiny,とても小さな
597,efficient,効率の良い
598,constant,絶え間ない
599,nearby,すぐ近くの
600,distant,遠い
601,insist,断固要求する
602,intend,を意図する、つもりでいる
603,inspire,を奮起させる
604,emphasize,を強調する、力説する
605,propose,を提案する
606,persuade,を説得する
607,convince,に納得させる
608,admit,を（事実と）認める
609,favor,に賛成する、を好む
610,excuse,を大目に見る、の言い訳をする
611,interpret,を解釈する
612,translate,を翻訳する
613,concentrate,精神を集中する
614,criticize,を非難する
615,blame,を（～のことで）責める(for)、を（～の）せいにする(on)
616,oppose,に反対する
617,inform,に知らせる
618,grant,（人）に（物）を（求めに応じて）与える
619,obtain,を得る
620,transform,を変える
621,alter,を変える
622,arrange,を（きちんと）並べる、手はずを整える
623,interact,相互に作用する
624,handle,（問題など）を処理する
625,extend,を延長する
626,settle,定住する、を決める
627,contribute,貢献する、を寄付する
628,construct,を建設する
629,consist,成る、（本質が）ある
630,suit,に（色、服などが）似合う、に都合がよい
631,tie,を結びつける
632,differ,異なる
633,hate,をひどく嫌う、憎む
634,dislike,を嫌う
635,disagree,意見が合わない
636,regret,を後悔する、を残念に思う
637,employ,を雇用する、を（手段などに）用いる
638,hire,を雇う
639,absorb,（人）を夢中にさせる
640,expose,をさらす
641,breathe,呼吸する
642,root,起源、ルーツ
643,immigration,（外国からの）移住
644,tribe,部族
645,landscape,風景
646,agriculture,農業
647,soil,土壌、土
648,mine,鉱山
649,mass,大衆
650,quarter,四分の一
651,era,時代
652,circumstance,状況、事情
653,phenomenon,現象
654,custom,（社会の）慣習
655,religion,宗教
656,civilization,文明
657,universe,宇宙
658,diversity,多様性
659,trait,（人の性格などの）特性，特徴
660,review,批評、再検討
661,occasion,場合、時
662,campaign,（政治的、社会的）運動、活動
663,board,委員会、重役会
664,facility,施設
665,court,法廷、裁判所
666,trial,裁判
667,laboratory,研究所、実験室
668,instrument,道具、機器
669,instruction,指示
670,document,書類
671,target,目標
672,outcome,結果
673,muscle,筋肉
674,wage,賃金
675,gender,（男女の）性
676,confidence,自信
677,credit,信用
678,conscious,意識して、自覚して
679,anxious,心配して、切望して
680,asleep,眠って
681,alive,生きている
682,alike,似ている
683,excellent,秀でている
684,odd,奇妙な
685,sensitive,敏感な
686,sensible,賢明な
687,violent,暴力的な
688,military,軍（隊）の、軍事の
689,nuclear,原子力の、核の
690,contemporary,現代の
691,elementary,初等（教育）の
692,annual,年１回の
693,chief,第一の、主要な
694,actual,実際の
695,virtual,仮想の
696,numerous,多数の
697,multiple,多くの(部分から成る)
698,widespread,広範囲にわたる
699,sufficient,十分な
700,empty,空の
701,confirm,を裏付ける、(本当だと)確認する
702,illustrate,を説明する、を例証する
703,spell,（語）をつづる
704,bother,を困らせる
705,annoy,をいらいらさせる、悩ます
706,disturb,を邪魔する
707,discourage,を思いとどまらせる、を落胆させる
708,embarrass,を当惑させる、に恥ずかしい思いをさせる
709,frighten,を怖がらせる
710,puzzle,を当惑させる
711,upset,を動揺させる
712,stimulate,を刺激する
713,beat,を打ち負かす、（続けざまに）打つ
714,blow,（風が）吹く
715,injure,を傷つける
716,cure,を治す
717,recover,回復する
718,overcome,を克服する
719,quit,をやめる
720,transfer,を移す
721,transport,を輸送する
722,export,を輸出する
723,import,を輸入する
724,invest,投資する
725,investigate,を調査する
726,manufacture,を(大量に)製造する
727,react,反応する
728,award,（人）に（賞など）を授与する
729,ban,を（公式に）禁止する
730,prohibit,を禁止する
731,forbid,を禁じる
732,abandon,を捨てる
733,freeze,凍る
734,lift,を持ち上げる
735,hang,を掛ける
736,shake,を振る
737,stretch,を（引っ張って）伸ばす、広げる
738,lay,を置く、敷く
739,stare,じっと見つめる
740,gaze,見つめる
741,capture,を捕らえる
742,breed,を繁殖させる、飼育する、（動物が）子を産む
743,mammal,哺乳類、哺乳動物
744,ape,類人猿
745,insect,昆虫
746,infant,乳児
747,organ,臓器
748,web,（ワールドワイド）ウェブ
749,fossil,化石
750,battle,戦闘
751,enemy,敵
752,weapon,兵器、武器
753,arm,腕、武器、兵器
754,army,陸軍
755,navy,海軍
756,border,境界線、国境
757,barrier,障壁
758,philosophy,哲学
759,psychology,心理学
760,alarm,警報（機）；目覚まし時計
761,harm,害
762,depression,うつ病、不景気
763,disadvantage,不利（な点）
764,shortage,不足
765,stock,在庫品
766,loan,ローン、貸付金
767,budget,予算（案）
768,innovation,革新
769,union,組合
770,unit,（最小）単位
771,material,材料、原料
772,substance,物質
773,stuff,持ち物、材料
774,proportion,割合
775,edge,へり
776,code,規範；暗号
777,mystery,なぞ
778,curious,好奇心の強い
779,strict,厳しい
780,frank,率直な
781,polite,丁寧な
782,aggressive,攻撃的な
783,accurate,正確な
784,exact,正確な
785,proper,適切な
786,brief,短時間の
787,extraordinary,並外れた
788,flexible,柔軟な
789,pleasant,快い、楽しい
790,comfortable,心地よい、快適な
791,stable,安定した
792,thick,分厚い
793,thin,やせた
794,abstract,抽象的な
795,concrete,具体的な
796,absolute,絶対的な
797,prime,最も重要な，第一の
798,vital,極めて重要な
799,contrary,相反する
800,regardless,気にかけない
801,permit,許可する
802,suspect,ではないかと思う
803,pursue,を追求する、（仕事など）に従事する
804,pretend,ふりをする
805,calculate,を計算する
806,guarantee,を保証する、確約する
807,acknowledge,を認める
808,impress,を感動させる
809,urge,を熱心に勧める
810,convey,を伝達する
811,celebrate,（行事など）を祝う
812,admire,感嘆する
813,devote,（時間など）を充てる
814,dominate,を支配する、統治する
815,eliminate,を取り除く
816,restrict,を制限する
817,isolate,を切り離す
818,endanger,を（滅亡の）危険にさらす
819,secure,を確保する
820,reserve,を予約する
821,possess,（性質・能力など）を持っている
822,launch,を始める
823,detect,を見つける、検出する
824,reverse,を逆転させる、転換する
825,convert,を変える
826,hurry,急ぐ
827,rush,急いで行く
828,roll,転がる
829,crash,（大きな音を立てて）衝突する
830,bury,を埋める
831,dig,を掘る
832,attach,を付ける、愛着を抱いている
833,melt,（熱で）溶ける
834,accompany,と一緒に行く
835,assist,（人）を手伝う
836,cope,（うまく）対処する
837,lend,（人）に（物）を貸す
838,rent,を賃借りする
839,owe,（人）に（金など）を借りている、おかげである
840,apologize,謝る
841,forgive,（人の罪など）を許す
842,tongue,言語
843,dialect,方言
844,accent,なまり、方言
845,colony,植民（地）
846,grain,穀物
847,harvest,収穫
848,ingredient,（料理の）材料
849,portion,部分、（食べ物の）一人前
850,hunger,飢え
851,obesity,肥満
852,burden,（精神的）負担、重荷
853,emergency,緊急（事態）
854,debt,借金
855,contract,契約
856,client,得意客
857,therapy,（心理）療法
858,physician,内科医、医師
859,democracy,民主主義
860,election,選挙
861,vote,投票
862,candidate,候補者
863,minister,大臣
864,conference,会議
865,ceremony,式典、儀式
866,institution,機関、制度
867,corporation,（大）企業
868,cooperation,協力、共同
869,authority,当局
870,theme,主題、テーマ
871,notion,考え
872,hypothesis,仮説
873,discipline,規律、しつけ
874,route,道（筋）
875,routine,日課、決まりきった仕事
876,destination,目的地
877,domestic,国内の
878,ethnic,民族の、人種の
879,alien,異質の
880,visible,目に見える
881,verbal,言葉による
882,fundamental,基本の
883,conventional,従来の、ありきたりの
884,relevant,関係のある
885,rational,合理的な
886,precise,正確な
887,principal,主要な
888,crucial,重大な
889,permanent,永続的な
890,intense,激しい、強烈な
891,equivalent,相当する
892,frequent,頻繁な
893,sudden,急な
894,temporary,臨時の、一時的な
895,internal,内部の
896,external,外部の
897,distinct,まったく異なる
898,extinct,絶滅した
899,exhausted,疲れ果てた
900,evil,邪悪な
901,greet,（人）にあいさつする
902,chat,おしゃべりをする
903,remark,と述べる、言う
904,command,を命ずる
905,utter,（言葉など）を発する
906,declare,を宣言する
907,pronounce,を発音する
908,correspond,一致する、（手紙などで）連絡を取り合う
909,imitate,をまねる
910,resemble,に似ている
911,exhibit,を（展覧会などに）展示する、（感情、兆候など）を示す
912,distribute,を分配する
913,attribute,（結果）を（～の）せい[おかげ]と考える(on)
914,evaluate,を評価する
915,assess,を評価する
916,deserve,に値する
917,weigh,の重さがある、の重さを量る
918,strengthen,を強くする
919,weaken,を弱める
920,approve,賛成する
921,assign,（仕事など）を割り当てる
922,sustain,を持続させる
923,accomplish,を成し遂げる
924,relieve,（苦痛など）を和らげる、（不安など）を減らす
925,frustrate,に不満を抱かせる
926,scare,を怖がらせる
927,resist,を我慢する
928,protest,抗議する
929,shut,を閉める
930,defeat,（対戦相手）を負かす
931,neglect,を怠る
932,retire,引退する
933,reform,を改革する、改善する
934,collapse,崩壊する、倒れる
935,ruin,を台無しにする
936,sink,沈む
937,pile,を積み重ねる
938,derive,を得る、引き出す、由来する
939,yield,を産出する、（利益など）を生む、屈する
940,occupy,を占める、を占領する
941,wrap,を包む
942,embrace,を抱きしめる、（申し出など）を受け入れる
943,length,（物や時間の）長さ
944,height,高度
945,volume,（総）量、体積、容積
946,sum,金額
947,frame,額縁
948,boundary,境界（線）
949,district,（行政などの）地区
950,territory,領土
951,square,正方形
952,empire,帝国
953,heritage,（文化、自然）遺産
954,fee,料金
955,discount,割引
956,charity,慈善事業
957,mission,使命、任務
958,profession,（専門的な）職業
959,slave,奴隷
960,witness,目撃者
961,incident,出来事
962,insurance,保険
963,welfare,福祉
964,treasure,宝物
965,leisure,余暇
966,priority,優先事項
967,reputation,評判
968,honor,光栄
969,statue,像、彫像
970,architecture,建築（学）
971,logic,論理
972,mechanism,仕組み
973,clue,手がかり
974,means,手段
975,trap,わな
976,trick,策略、いたずら
977,guard,警戒；護衛者
978,innocent,無罪の
979,guilty,罪悪感のある、有罪の
980,rude,無礼な
981,shy,内気な、恥ずかしがりの
982,liberal,寛大な
983,stupid,愚かな
984,reluctant,気が進まない
985,generous,気前のよい
986,modest,控えめな
987,lonely,（孤独で）寂しい
988,pure,純粋な
989,grand,豪華な、雄大な
990,adequate,十分な
991,apparent,（見て）明らかな、見たところ?らしい
992,classic,（芸術などが）最高水準の、典型的な
993,remote,遠く離れた
994,solid,固体の、しっかりした
995,raw,生の
996,plain,平易な
997,primitive,原始の
998,steady,着実な
999,slight,わずかな
1000,subtle,微妙な
1001,delight,大喜びさせる
1002,entertain,楽しませる
1003,fulfill,満たす
1004,cheer,元気づける
1005,amuse,笑わせる
1006,anticipate,予期する
1007,confront,立ちはだかる
1008,undergo,経験する
1009,exceed,超える
1010,overwhelm,まいらせる
1011,shoot,撃つ
1012,murder,殺害する
1013,rob,奪う
1014,deprive,奪う
1015,rid,を取り除く
1016,interrupt,さえぎる
1017,interfere,邪魔する
1018,bully,いじめる
1019,defend,守る
1020,rescue,を救う
1021,accuse,非難する
1022,sue,訴える
1023,wander,ぶらつく，歩き回る
1024,chase,追いかける
1025,arrest,逮捕する
1026,submit,提出する
1027,punish,罰する
1028,resolve,解決する
1029,justify,正当化する
1030,restore,修復する
1031,modify,修正する
1032,impose,押しつける
1033,compose,構成する
1034,classify,分類する
1035,substitute,代わりに使う
1036,shrink,縮む
1037,lean,寄りかかる
1038,fold,折り畳む
1039,load,積む
1040,pour,注ぐ
1041,float,浮かぶ
1042,shine,輝く
1043,editor,編集者
1044,poetry,詩
1045,usage,使い方
1046,sector,部門、分野
1047,span,期間
1048,literacy,読み書きの能力
1049,symptom,症状
1050,phase,段階
1051,surgery,手術
1052,virus,ウイルス
1053,poison,毒
1054,protein,タンパク質
1055,liquid,液体
1056,oxygen,酸素
1057,globe,世界
1058,pole,極(地)
1059,valley,谷
1060,conservation,(環境)保護
1061,channel,伝達経路
1062,glacier,氷河
1063,pioneer,先駆者
1064,prospect,見込み
1065,enthusiasm,熱狂，熱中
1066,passion,情熱
1067,fortune,財産
1068,obstacle,障害（物）
1069,prejudice,偏見
1070,justice,正義
1071,opponent,相手、敵
1072,sacrifice,犠牲
1073,fault,責任
1074,prison,刑務所
1075,shelter,避難（所）
1076,committee,委員会
1077,ritual,儀式
1078,mature,大人になった
1079,moderate,適度な
1080,neutral,中立の
1081,optimistic,楽観的な
1082,pessimistic,悲観的な
1083,radical,根本的な
1084,rough,粗い
1085,smooth,滑らかな
1086,fluent,流ちょうな
1087,casual,形式ばらない
1088,instant,即時の
1089,incredible,信じられない
1090,genuine,本物の
1091,precious,貴重な
1092,prominent,重要な
1093,blind,目の見えない
1094,deaf,耳が聞こえない
1095,harsh,厳しい
1096,prompt,迅速な
1097,inevitable,避けられない
1098,marine,海の
1099,tropical,熱帯（地方）の
1100,Arctic,北極の
1101,forecast,予報
1102,speculate,思索する
1103,bet,きっと～だと思う
1104,quote,引用する
1105,consult,意見を求める
1106,dispute,に異議を唱える
1107,accumulate,集める、蓄積する
1108,grasp,ぎゅっとつかむ、理解する
1109,grip,をしっかり握る
1110,seize,つかむ
1111,comprehend,理解する
1112,constitute,構成する
1113,reinforce,強化する
1114,resort,訴える
1115,donate,寄付する
1116,obey,従う
1117,dedicate,ささげる
1118,transmit,伝える
1119,equip,装備する
1120,bind,縛る
1121,pose,投げかける
1122,pause,休止する
1123,hesitate,ためらう、躊躇する
1124,split,分割する
1125,bend,曲げる
1126,tap,軽くたたく
1127,boil,沸かす
1128,bow,おじぎする
1129,conceal,隠す
1130,dispose,を処分する
1131,cheat,だます
1132,distract,（注意など）をそらす
1133,exclude,締め出す
1134,astonish,驚かせる
1135,thrill,わくわくさせる
1136,leap,跳ぶ
1137,postpone,延期する
1138,dismiss,解雇する
1139,resign,辞める
1140,withdraw,退く
1141,fade,消えていく
1142,vanish,消え失せる
1143,continent,大陸
1144,geography,地理、地理学
1145,ecology,生態系
1146,inhabitant,住民
1147,suburb,郊外
1148,furniture,家具
1149,refrigerator,冷蔵庫
1150,garbage,(生）ごみ
1151,trash,ごみ
1152,litter,(公共の場での)ごみ
1153,trace,名残；（通った）跡
1154,row,列
1155,core,核心、中心
1156,orbit,軌道
1157,galaxy,銀河
1158,myth,神話
1159,faith,信頼
1160,wisdom,知恵
1161,obligation,義務
1162,privilege,特典、特権
1163,discrimination,差別
1164,ambition,願望
1165,illusion,錯覚
1166,instinct,本能
1167,shame,残念なこと
1168,humor,ユーモア
1169,courage,勇気
1170,sympathy,同情、共感
1171,tragedy,悲惨な出来事
1172,fate,運命
1173,destiny,運命
1174,abuse,乱用する
1175,wound,傷
1176,fever,熱
1177,infection,伝染病
1178,brave,勇敢な
1179,brilliant,すばらしい
1180,gentle,優しい
1181,noble,高貴な
1182,royal,王室の
1183,sacred,神聖な
1184,holy,神聖な
1185,decent,きちんとした
1186,grateful,感謝している
1187,fond,好む
1188,selfish,自分勝手な
